Function Name,Total Self (ms),Avg Self (ms),Call Count,Top Location,Top Self (ms)
Identifier: { id?: number | undefined,4.304,4.304,1,../../../packages/platform/atoms/event-types/hooks/useEventTypeForm.ts:338:20,4.304
Permissions,4.294,4.294,1,src/ee/event-types/event-types_2024_06_14/controllers/event-types.controller.ts:141:4,4.294
every,4.276,0.389,11,../../../packages/features/form-builder/Components.tsx:30:91,1.141
parseInt,4.253,1.418,3,../../../packages/features/eventtypes/components/EditWeightsForAllTeamMembers.tsx:43:11,2.891
Identifier: ({ id: number; organizati,4.253,1.418,3,../../../packages/trpc/server/routers/viewer/availability/team/listTeamAvailability.handler.ts:270:9,3.841
"Identifier: ""gray""",4.233,2.116,2,../../../packages/ui/components/badge/UpgradeTeamsBadge.tsx:18:15,3.965
raw,4.209,2.104,2,../../../packages/features/insights/server/routing-events.ts:509:24,2.510
Identifier: { id: number; createdAt: ,4.193,4.193,1,../../../packages/features/insights/server/routing-events.ts:358:12,4.193
buildPersonalProfileFromUser,4.189,0.838,5,../../../packages/trpc/server/routers/loggedInViewer/me.handler.ts:80:22,3.218
inviteMembersWithNoInviterPermissionCheck,4.186,1.046,4,../../../packages/trpc/server/routers/viewer/teams/inviteMember/inviteMember.handler.ts:273:66,3.008
Identifier: { user: { email: null; na,4.176,2.088,2,../../../packages/features/bookings/lib/handleNewBooking.ts:1850:11,3.918
handleStripeCheckoutEvents,4.160,1.387,3,src/modules/billing/controllers/billing.controller.ts:111:62,3.813
getTotalSize,4.142,4.142,1,../../../packages/features/data-table/components/DataTable.tsx:108:11,4.142
content,4.135,2.068,2,../../../packages/features/calendars/DestinationCalendarSelector.tsx:148:17,4.116
Identifier: CollectOpts,4.123,4.123,1,../../../packages/lib/telemetry.ts:58:13,4.123
findIndex,4.117,0.686,6,../../../packages/features/schedules/components/Schedule.tsx:557:23,3.695
findUsersWithInviteStatus,4.111,1.370,3,../../../packages/trpc/server/routers/viewer/teams/inviteMember/inviteMember.handler.ts:154:41,3.120
getLocationGroupedOptions,4.108,0.822,5,../../../packages/trpc/server/routers/loggedInViewer/locationOptions.handler.ts:19:32,2.711
getWorkflowActionOptions,4.097,2.048,2,../../../packages/trpc/server/routers/viewer/workflows/getWorkflowActionOptions.handler.ts:31:9,2.948
Identifier: string[],4.024,2.012,2,../../../packages/features/ee/organizations/lib/orgDomains.ts:132:18,3.965
Identifier: { team: { name: string; },3.982,1.327,3,../../../packages/lib/server/repository/team.ts:273:11,2.645
useFieldArray,3.905,1.953,2,../../../packages/features/form-builder/FormBuilder.tsx:96:51,3.411
transformWorkingHoursForAtom,3.892,3.892,1,../../../packages/lib/server/repository/schedule.ts:74:11,3.892
fromEntries,3.875,0.554,7,../../../packages/lib/timezone.ts:18:9,1.636
Identifier: { booking: { _count: { se,3.856,0.964,4,../../../packages/trpc/server/routers/viewer/bookings/getBookingAttendees.handler.ts:32:9,1.932
Identifier: { label: string; options:,3.815,1.907,2,../../../packages/app-store/server.ts:146:9,3.666
createDocument,3.799,1.899,2,src/main.ts:108:19,3.587
setConjunction,3.767,1.884,2,../../../packages/app-store/routing-forms/components/react-awesome-query-builder/widgets.tsx:308:9,2.426
getUserEventGroups,3.744,1.872,2,../../../packages/trpc/server/routers/viewer/eventTypes/_router.ts:73:25,3.676
reverse,3.739,1.869,2,../../../packages/trpc/server/routers/loggedInViewer/eventTypeOrder.handler.ts:55:21,2.273
findKeyOfType,3.730,1.865,2,../../../packages/trpc/server/routers/viewer/apiKeys/_router.tsx:48:11,3.216
day,3.691,3.691,1,../../../packages/features/calendars/DatePicker.tsx:132:13,3.691
Identifier: DynamicClientExtensionThi,3.686,0.922,4,../../../packages/features/insights/server/routing-events.ts:742:23,1.928
getCalEventResponses,3.663,3.663,1,../../../packages/features/webhooks/lib/scheduleTrigger.ts:91:14,3.663
passthrough,3.662,0.610,6,../../../packages/features/bookings/Booker/components/hooks/useBookingForm.ts:30:30,2.293
Identifier: { user: { name: string | ,3.645,3.645,1,../../../packages/features/eventtypes/lib/getPublicEvent.ts:401:19,3.645
Identifier: { id: number; uid: string,3.640,1.820,2,../../../packages/lib/payment/handlePayment.ts:109:9,3.567
Identifier: User,3.622,3.622,1,../../../packages/features/shell/SideBar.tsx:87:23,3.622
getTextBody,3.582,0.597,6,../../../packages/emails/templates/organizer-requested-to-reschedule-email.ts:34:12,1.209
mergeRouters,3.577,1.789,2,../../../packages/trpc/server/routers/viewer/_router.tsx:34:28,2.466
Identifier: IsMulti,3.576,1.788,2,../../../packages/ui/components/form/select/components.tsx:57:32,3.549
getTokenObjectFromCredential,3.536,1.768,2,../../../packages/app-store/office365video/lib/VideoApiAdapter.ts:34:29,2.860
resolve,3.504,0.438,8,../../../packages/app-store/webex/api/add.ts:38:7,1.980
isArray,3.479,0.696,5,../../../packages/features/ee/teams/components/MemberInvitationModal.tsx:269:45,2.676
Identifier: IAtomsContext,3.441,1.721,2,../../../packages/lib/hooks/useLocale.ts:11:19,3.261
setPreviewState,3.434,1.717,2,../../../packages/features/embed/Embed.tsx:1083:25,2.063
"Identifier: ""meta""",3.431,3.431,1,../../../packages/features/bookings/Booker/Booker.tsx:353:29,3.431
ApiExtraModels,3.397,3.397,1,../../../packages/platform/types/event-types/event-types_2024_06_14/inputs/create-event-type.input.ts:85:2,3.397
duplicate,3.397,1.698,2,../../../packages/trpc/server/routers/viewer/availability/schedule/_router.tsx:104:11,2.723
Identifier: Schedule,3.382,1.691,2,../../../packages/trpc/server/routers/viewer/availability/schedule/update.handler.ts:123:9,1.772
translate,3.381,0.338,10,../../../packages/emails/src/templates/OrganizerRequestedToRescheduleEmail.tsx:6:27,1.341
getTeamHostsFromDB,3.365,0.673,5,../../../packages/trpc/server/routers/viewer/teams/roundRobin/getRoundRobinHostsToReasign.handler.ts:121:70,1.537
shouldLockDisableProps,3.343,0.836,4,../../../packages/features/eventtypes/components/tabs/setup/EventSetupTab.tsx:344:13,2.504
useRef,3.305,0.661,5,../../../packages/ui/components/popover/AnimatedPopover.tsx:30:14,2.587
Identifier: CalendarEvent,3.288,1.644,2,../../../packages/features/calendars/weeklyview/components/event/Event.tsx:95:33,3.128
onConnectNow,3.281,3.281,1,../../../packages/features/bookings/Booker/components/InstantBooking.tsx:35:7,3.281
mergeMetadata,3.275,1.092,3,../../../packages/trpc/server/routers/viewer/organizations/update.handler.ts:144:46,2.065
updateProfile,3.249,3.249,1,../../../packages/trpc/server/routers/loggedInViewer/_router.tsx:208:11,3.249
Identifier: { team: { metadata: JsonV,3.241,0.405,8,../../../packages/trpc/server/routers/viewer/teams/createInvite.handler.ts:23:50,1.060
monitorCallbackSync,3.239,0.540,6,../../../packages/trpc/server/routers/viewer/slots/util.ts:1030:16,1.468
confirm,3.235,1.617,2,../../../packages/trpc/server/routers/viewer/bookings/_router.tsx:107:11,2.326
addToSelectedDate,3.221,0.403,8,../../../packages/features/bookings/Booker/components/Header.tsx:117:11,1.350
getAllTeamMembers,3.197,3.197,1,src/modules/organizations/services/event-types/input.service.ts:94:26,3.197
Identifier: { locked: { name: string ,3.180,3.180,1,../../../packages/trpc/server/routers/viewer/admin/getSMSLockStateTeamsUsers.handler.ts:57:20,3.180
"Identifier: { readonly ROUND_ROBIN: """,3.178,0.795,4,../../../packages/features/bookings/lib/handleNewBooking.ts:784:57,2.854
onContinue,3.173,3.173,1,../../../packages/features/bookings/Booker/components/OverlayCalendar/OverlayCalendarContinueModal.tsx:20:11,3.173
setInput,3.165,3.165,1,../../../packages/app-store/templates/general-app-settings/components/AppSettingsInterface.tsx:10:11,3.165
setCreateModalOpen,3.163,1.581,2,../../../packages/features/eventtypes/components/tabs/webhooks/EventWebhooksTab.tsx:91:14,1.722
enrichUsersWithTheirProfiles,3.112,1.037,3,../../../packages/features/eventtypes/lib/getPublicEvent.ts:623:75,1.994
Identifier: { user: UserWithSelectedC,3.106,1.035,3,../../../packages/trpc/server/routers/viewer/teams/roundRobin/getRoundRobinHostsToReasign.handler.ts:78:22,2.636
useSuspenseQuery,3.105,3.105,1,../../web/components/apps/AdditionalCalendarSelector.tsx:19:35,3.105
Identifier: typeof TOTP,3.099,3.099,1,../../../packages/lib/totp.ts:42:24,3.099
"Identifier: { propsType: ""variants""; ",3.080,3.080,1,../../../packages/features/form-builder/FormBuilderField.tsx:371:13,3.080
isAfter,3.078,0.513,6,../../../packages/features/auth/lib/hooks/useRedirectToOnboardingIfNeeded.tsx:12:29,1.527
call,3.051,1.017,3,../../../packages/embeds/embed-core/src/embed.ts:224:37,1.292
setLocalWeights,2.985,0.746,4,../../../packages/features/eventtypes/components/EditWeightsForAllTeamMembers.tsx:373:15,2.474
Identifier: { length: number; slug: s,2.979,1.490,2,../../../node_modules/@calcom/trpc/server/routers/viewer/eventTypes/util.ts:209:12,2.813
ApiProperty,2.976,0.165,18,src/modules/teams/event-types/outputs/update-team-event-type.output.ts:10:4,0.516
getSelectedOption,2.964,1.482,2,../../../packages/features/eventtypes/components/tabs/limits/EventLimitsTab.tsx:224:11,1.675
createUserSchedule,2.962,1.481,2,src/ee/bookings/2024-08-13/controllers/e2e/emails/team-emails.e2e-spec.ts:374:47,2.756
tz,2.945,1.473,2,../../../packages/features/bookings/Booker/components/hooks/useOverlayCalendar.ts:13:34,1.953
Identifier: { organizationId: number;,2.939,0.735,4,../../../packages/features/bookings/lib/handleNewBooking/getEventTypesFromDB.ts:169:49,1.930
Identifier: { id: number; user: { tea,2.938,0.734,4,../../../packages/trpc/server/routers/viewer/workflows/update.handler.ts:69:19,1.728
"Identifier: typeof import(""/home/ssal",2.904,2.904,1,../../../packages/ui/components/tooltip/Tooltip.tsx:44:11,2.904
switchOnClick,2.902,0.967,3,../../../packages/app-store/_components/AppCard.tsx:83:11,2.452
Identifier: { user: { name: string | ,2.895,2.895,1,../../../packages/trpc/server/routers/viewer/availability/team/listTeamAvailability.handler.ts:97:16,2.895
saveBooking,2.888,1.444,2,../../../packages/features/bookings/lib/handleNewBooking/createBooking.ts:110:15,2.848
getAllUserBookings,2.879,1.439,2,../../../packages/trpc/server/routers/viewer/bookings/get.handler.ts:36:56,2.836
Identifier: { id: number; username: s,2.872,0.957,3,../../../packages/trpc/server/routers/viewer/organizations/listMembers.handler.ts:263:9,2.706
Identifier: { name: string; slug: str,2.838,1.419,2,../../../packages/trpc/server/middlewares/sessionMiddleware.ts:63:23,2.052
Identifier: { _config: RootConfig<{ c,2.830,2.830,1,../../../packages/trpc/server/trpc.ts:14:26,2.830
Identifier: { newRole: MembershipRole,2.826,0.942,3,../../../packages/trpc/server/routers/viewer/teams/inviteMember/inviteMember.handler.ts:235:21,2.077
Identifier: string | null,2.816,0.313,9,../../../packages/trpc/server/routers/viewer/teams/update.handler.ts:138:9,1.591
countGroupedByStatus,2.813,2.813,1,../../../packages/features/insights/server/trpc-router.ts:348:28,2.813
updateById,2.808,0.351,8,../../../packages/trpc/server/routers/viewer/domainWideDelegation/update.handler.ts:52:36,1.165
getTag,2.783,0.928,3,../../../packages/ui/components/editor/plugins/ToolbarPlugin.tsx:315:49,2.478
Identifier: Partial<{ user: { name: s,2.772,0.554,5,../../../packages/features/bookings/lib/handleNewBooking.ts:1145:30,1.255
processWorkflowStep,2.771,2.771,1,../../../packages/features/ee/workflows/lib/reminders/reminderScheduler.ts:173:41,2.771
scheduleWorkflowNotifications,2.758,0.552,5,../../../packages/trpc/server/routers/viewer/workflows/update.handler.ts:404:12,1.300
Identifier: { id: number; emailVerifi,2.755,0.918,3,../../../packages/trpc/server/routers/loggedInViewer/updateProfile.handler.ts:371:34,2.234
Identifier: { id: string; action: { t,2.755,0.689,4,../../../packages/lib/server/getLuckyUser.ts:876:36,2.098
"Identifier: ""BEFORE_EVENT"" | ""AFTER_E",2.739,2.739,1,../../../packages/features/ee/workflows/lib/reminders/whatsappReminderManager.ts:152:64,2.739
Identifier: { name: string; options: ,2.721,0.907,3,../../../packages/lib/service/attribute/server/getAttributes.ts:362:9,2.549
toggle,2.719,2.719,1,../../../packages/trpc/server/routers/viewer/apps/_router.tsx:53:11,2.719
Identifier: Users,2.715,1.357,2,../../../packages/features/bookings/lib/handleNewBooking.ts:530:14,2.595
getBookingAttendees,2.712,2.712,1,../../../packages/trpc/server/routers/viewer/bookings/_router.tsx:127:13,2.712
Identifier: string | number | true | ,2.688,2.688,1,../../../packages/app-store/hitpay/api/webhook.ts:87:10,2.688
getAllWorkflows,2.682,0.670,4,../../../packages/trpc/server/routers/viewer/workflows/util.ts:779:29,2.392
Identifier: CalendarEvent,2.669,0.243,11,../../../packages/features/bookings/lib/handleNewBooking.ts:1975:26,1.246
"Identifier: ""primary""",2.664,2.664,1,../../../packages/features/bookings/Booker/components/Header.tsx:63:20,2.664
resendVerifyEmail,2.653,2.653,1,../../../packages/trpc/server/routers/viewer/auth/_router.tsx:106:11,2.653
Identifier: (props: DestinationCalend,2.643,2.643,1,../../../packages/platform/atoms/destination-calendar/wrappers/DestinationCalendarSettingsWebWrapper.tsx:21:7,2.643
Identifier: { integration: App & { cr,2.639,2.639,1,../../../packages/core/CalendarManager.ts:38:9,2.639
reserveSlot,2.634,2.634,1,../../../packages/trpc/server/routers/viewer/slots/_router.tsx:47:11,2.634
verbose,2.634,0.527,5,src/lib/throttler-guard.ts:59:25,1.439
getBooking,2.625,0.656,4,../../../packages/features/bookings/lib/get-booking.ts:196:24,1.954
onConnectNowInstantMeeting,2.619,2.619,1,../../../packages/features/bookings/Booker/Booker.tsx:483:15,2.619
getLocationFromApp,2.591,2.591,1,../../../packages/features/apps/components/AppList.tsx:94:46,2.591
stopPropagation,2.585,0.862,3,../../../packages/features/ee/teams/components/TeamListItem.tsx:220:19,2.413
buildTroubleshooterData,2.571,0.428,6,../../../packages/lib/raqb/findTeamMembersMatchingAttributeLogic.ts:229:40,1.852
unwrap,2.570,2.570,1,../../../packages/features/bookings/lib/getBookingResponsesSchema.ts:24:17,2.570
Identifier: { form: { routes: JsonVal,2.546,0.849,3,../../../packages/lib/server/getTeamMemberEmailFromCrm.ts:75:37,1.638
useSession,2.542,0.636,4,../../../packages/features/auth/lib/hooks/useRedirectToLoginIfUnauthenticated.tsx:10:36,1.090
Identifier: { status: BookingStatus; ,2.541,0.847,3,../../../packages/lib/payment/getBooking.ts:105:8,1.128
Identifier: PaidAppData | undefined,2.531,2.531,1,../../../packages/ui/components/apps/AppCard.tsx:151:48,2.531
renderTab,2.483,2.483,1,../../../packages/app-store/giphy/components/SearchDialog.tsx:120:9,2.483
Identifier: ({ user: { name: string |,2.481,0.414,6,../../../packages/features/bookings/lib/handleNewBooking.ts:1727:32,0.745
getTeamAndEventTypeOptions,2.465,1.233,2,../../../packages/trpc/server/routers/viewer/eventTypes/_router.ts:125:27,2.350
buildFormsWithReadOnlyStatus,2.462,0.821,3,../../../packages/app-store/routing-forms/trpc/forms.handler.ts:62:9,2.194
defaultHandler,2.459,0.351,7,../../../packages/app-store/sendgrid/api/add.ts:3:15,0.963
"Identifier: ""button""",2.457,0.819,3,../../../packages/features/ee/teams/components/TeamListItem.tsx:158:24,1.159
axios,2.441,0.222,11,../../../packages/app-store/zoho-bigin/lib/CrmService.ts:196:11,0.604
Identifier: Process,2.439,0.152,16,../../../packages/lib/getIP.ts:39:25,0.377
Identifier: { upId: string; hasValidL,2.424,1.212,2,../../../packages/trpc/server/middlewares/sessionMiddleware.ts:132:9,2.334
denullish,2.421,0.242,10,../../../packages/prisma/zod-utils.ts:585:18,1.189
getUrlSearchParamsToForward,2.420,0.605,4,../../../packages/app-store/routing-forms/pages/routing-link/getUrlSearchParamsToForward.ts:175:18,1.240
"Identifier: ""secondary""",2.415,2.415,1,../../../packages/ui/components/apps/AppCard.tsx:204:14,2.415
getTeamOrThrow,2.413,1.206,2,../../../packages/trpc/server/routers/viewer/teams/inviteMember/inviteMember.handler.ts:243:21,2.323
Identifier: { organizationId: any; or,2.405,1.203,2,../../../packages/features/eventtypes/lib/getPublicEvent.ts:635:10,2.194
getUTCHours,2.405,2.405,1,../../../packages/features/schedules/components/DateOverrideInputDialog.tsx:26:25,2.405
sendRoundRobinCancelledEmailsAndSMS,2.397,0.799,3,../../../packages/features/ee/round-robin/roundRobinReassignment.ts:380:12,1.950
toLowerCase,2.382,0.476,5,../../../packages/features/ee/teams/components/MemberInvitationModal.tsx:255:31,0.975
Identifier: ZodEffects<ZodObject<{ le,2.364,2.364,1,../../../packages/trpc/server/routers/viewer/eventTypes/create.schema.ts:5:34,2.364
boolean,2.355,2.355,1,../../../packages/trpc/server/routers/viewer/slots/types.ts:29:22,2.355
getRateLimitsForApiKeyTracker,2.354,0.785,3,src/lib/throttler-guard.ts:73:29,1.803
setDefaultConferencingApp,2.346,0.587,4,../../../packages/trpc/server/routers/viewer/apps/_router.tsx:106:13,1.699
Identifier: ComponentType<EventAvaila,2.344,2.344,1,../../../packages/platform/atoms/event-types/wrappers/EventTypeWebWrapper.tsx:187:20,2.344
incrementRateLimit,2.316,0.772,3,src/lib/throttler-guard.ts:77:34,1.663
getBookings,2.313,0.463,5,../../../packages/lib/bookings/getAllUserBookings.ts:79:44,1.705
findByUserIdAndOrgId,2.311,0.578,4,../../../packages/features/ee/teams/lib/removeMember.ts:91:34,1.716
findAllByUpIdIncludeTeamWithMembersAndEventTypes,2.311,2.311,1,../../../packages/lib/event-types/getEventTypesByViewer.ts:53:70,2.311
Identifier: keyof TypeOf<T>,2.296,2.296,1,../../../packages/lib/getMetadataHelpers.ts:19:9,2.296
endsWith,2.290,1.145,2,../../../packages/app-store/_utils/getCalendar.ts:26:27,2.168
Identifier: Session,2.278,0.456,5,../../../packages/features/auth/lib/getServerSession.ts:119:30,1.435
Identifier: string | number | boolean,2.266,2.266,1,../../../packages/emails/src/components/Row.tsx:11:34,2.266
Identifier: boolean | undefined,2.247,0.250,9,../../../packages/features/bookings/lib/handleNewBooking.ts:1475:9,1.033
renderEmail,2.232,1.116,2,../../../packages/emails/templates/account-verify-email.ts:37:18,2.111
getStripeCustomerId,2.226,0.742,3,../../../packages/app-store/stripepayment/lib/customer.ts:23:27,1.794
Identifier: { metadata: { smartContra,2.221,2.221,1,../../../packages/lib/server/queries/teams/index.ts:273:29,2.221
"Identifier: ({ eventType, isTeamEvent",2.220,2.220,1,../../../packages/platform/atoms/event-types/wrappers/EventAvailabilityTabWebWrapper.tsx:47:11,2.220
Identifier: { username: string | null,2.219,1.110,2,../../../packages/trpc/server/routers/viewer/teams/listMembers.handler.ts:107:9,2.080
handlePaymentSuccess,2.216,0.554,4,../../../packages/app-store/alby/api/webhook.ts:91:39,1.362
Identifier: { eventTypeGroups: EventT,2.188,2.188,1,../../../packages/lib/event-types/getEventTypesByViewer.ts:342:11,2.188
listWithTeam,2.180,1.090,2,../../../packages/trpc/server/routers/viewer/eventTypes/_router.ts:162:11,1.628
Identifier: Date | undefined,2.157,0.719,3,../../../packages/features/bookings/Booker/components/hooks/useBookings.ts:401:9,1.977
Identifier: { length: number; slug: s,2.138,2.138,1,../../../packages/features/eventtypes/lib/getPublicEvent.ts:395:8,2.138
mapKeys,2.127,1.063,2,../../../packages/features/insights/server/routing-events.ts:441:12,1.923
getUserSession,2.123,2.123,1,../../../packages/trpc/server/middlewares/sessionMiddleware.ts:137:34,2.123
setNextRouter,2.121,2.121,1,../../../packages/embeds/embed-core/src/embed-iframe.ts:197:21,2.121
Identifier: { name: string; options: ,2.094,1.047,2,../../../packages/trpc/server/routers/viewer/attributes/assignUserToAttribute.handler.ts:222:13,1.996
Identifier: { username?: string | und,2.090,2.090,1,../../../packages/trpc/server/routers/loggedInViewer/updateProfile.handler.ts:369:9,2.090
Identifier: string | undefined,2.088,0.232,9,../../../packages/features/apps/components/AppList.tsx:179:12,0.966
sendEmailVerificationByCode,2.073,0.691,3,../../../packages/trpc/server/routers/viewer/auth/sendVerifyEmailCode.handler.ts:23:22,1.408
setIsErrorsExpanded,2.072,2.072,1,../../../packages/features/eventtypes/components/EditWeightsForAllTeamMembers.tsx:348:19,2.072
listTeamAvailability,2.067,2.067,1,../../../packages/trpc/server/routers/viewer/availability/_router.tsx:60:11,2.067
Identifier: { TextWidget: (props: Tex,2.061,2.061,1,../../../packages/features/form-builder/Components.tsx:321:13,2.061
getTeamUrlSync,2.059,0.343,6,../../../packages/features/ee/teams/components/TeamListItem.tsx:234:25,0.667
getConnections,2.053,0.293,7,../../../packages/features/ee/sso/lib/sso.ts:67:51,0.652
usePathname,2.035,0.678,3,../../../packages/ui/components/head-seo/HeadSeo.tsx:73:23,1.879
getByViewer,2.029,2.029,1,../../../packages/trpc/server/routers/viewer/eventTypes/_router.ts:50:25,2.029
getDefaultRateLimit,2.023,2.023,1,src/lib/throttler-guard.ts:91:10,2.023
Identifier: UserWithSelectedCalendars,2.022,2.022,1,../../../packages/features/bookings/lib/handleNewBooking/getEventTypesFromDB.ts:181:11,2.022
$use,2.019,2.019,1,../../../packages/prisma/middleware/bookingReference.ts:3:44,2.019
updateChildrenEventTypes,2.011,1.006,2,../../../node_modules/@calcom/trpc/server/routers/viewer/eventTypes/update.handler.ts:553:8,1.958
Identifier: true,2.001,0.667,3,../../../packages/trpc/server/routers/viewer/auth/verifyCodeUnAuthenticated.handler.ts:25:9,1.377
transformInputLocations,1.964,1.964,1,src/ee/event-types/event-types_2024_06_14/services/input-event-types.service.ts:183:22,1.964
setIsOpenDialog,1.960,1.960,1,../../../packages/app-store/giphy/components/SearchDialog.tsx:200:11,1.960
"Identifier: ({ name, size, className,",1.951,0.390,5,../../../packages/features/bookings/components/VerifyCodeDialog.tsx:118:19,0.555
createInstance,1.946,0.973,2,../../../packages/lib/server/i18n.ts:6:17,1.335
getConnectedDestinationCalendarsAndEnsureDefaultsInDb,1.945,0.972,2,../../../packages/trpc/server/routers/loggedInViewer/connectedCalendars.handler.ts:19:10,1.903
Identifier: ({ integration: App & { c,1.944,1.944,1,../../../packages/platform/atoms/destination-calendar/wrappers/DestinationCalendarSettingsWebWrapper.tsx:21:35,1.944
calendarOverlay,1.941,1.941,1,../../../packages/trpc/server/routers/viewer/availability/_router.tsx:78:11,1.941
findBySlugIncludeSensitiveServiceAccountKey,1.924,0.962,2,../../../packages/trpc/server/routers/viewer/domainWideDelegation/update.handler.ts:39:36,1.791
onSettingsOpen,1.921,0.960,2,../../../packages/features/ee/teams/components/MemberInvitationModal.tsx:383:17,1.053
showToast,1.910,0.273,7,../../../packages/features/schedules/components/DateOverrideInputDialog.tsx:179:13,0.955
and,1.892,0.378,5,../../../packages/features/bookings/lib/getBookingResponsesSchema.ts:33:17,1.189
createPortal,1.890,0.630,3,../../../packages/ui/components/editor/plugins/AddVariablesPlugin.tsx:130:17,1.582
addIssue,1.887,0.472,4,../../../packages/features/bookings/lib/getBookingResponsesSchema.ts:203:69,0.811
addRule,1.885,0.377,5,../../../packages/lib/turndownService.ts:18:11,0.901
Identifier: { name: string; slug: str,1.885,1.885,1,../../../packages/trpc/server/routers/viewer/admin/getSMSLockStateTeamsUsers.handler.ts:62:11,1.885
getNestedField,1.882,1.882,1,../../../packages/platform/atoms/event-types/hooks/useEventTypeForm.ts:200:25,1.882
fetchAllDataNeededForCalculations,1.880,0.940,2,../../../packages/lib/server/getLuckyUser.ts:437:12,1.660
deleteRemindersOfActiveOnIds,1.876,0.469,4,../../../packages/trpc/server/routers/viewer/workflows/update.handler.ts:182:76,0.939
setWriteToPersonObjectFieldType,1.872,1.872,1,../../../packages/app-store/salesforce/components/EventTypeAppCardInterface.tsx:365:19,1.872
sendGenericWebhookPayload,1.871,0.468,4,../../../packages/app-store/routing-forms/trpc/utils.ts:151:31,1.248
sendEmailVerification,1.870,0.374,5,../../../packages/trpc/server/routers/viewer/auth/resendVerifyEmail.handler.ts:60:22,0.849
getActionIcon,1.867,1.867,1,../../../packages/features/eventtypes/components/tabs/workflows/EventWorkfowsTab.tsx:101:9,1.867
applyTemplate,1.860,0.620,3,../../../packages/features/webhooks/lib/sendPayload.ts:220:37,1.343
Identifier: NextSeoProps,1.860,0.310,6,../../../packages/ui/components/head-seo/HeadSeo.tsx:128:33,0.630
Identifier: BookerLayouts.WEEK_VIEW |,1.856,0.619,3,../../../packages/features/bookings/Booker/Booker.tsx:377:56,0.891
"Identifier: ({ paid, ...props }: { pa",1.856,1.856,1,../../../packages/ui/components/apps/AppCard.tsx:151:25,1.856
getCurrentMonthsBookings,1.845,0.461,4,../../../packages/lib/server/getLuckyUser.ts:583:30,1.200
fire,1.841,1.841,1,../../../packages/embeds/embed-core/src/embed.ts:934:4,1.841
verifyCodeUnAuthenticated,1.827,0.913,2,../../../packages/trpc/server/routers/viewer/auth/_router.tsx:72:11,1.026
createRange,1.805,1.805,1,../../../packages/features/embed/Embed.tsx:846:30,1.805
getPublicEvent,1.800,0.450,4,../../../packages/lib/server/repository/event.ts:7:24,1.392
Identifier: { id: number; },1.787,0.894,2,../../../packages/trpc/server/routers/viewer/slots/util.ts:89:9,1.246
partial,1.786,0.595,3,../../../packages/prisma/zod-utils.ts:359:78,1.435
catch,1.770,0.295,6,../../../packages/emails/templates/_base-email.ts:74:10,0.811
changeMonth,1.767,1.767,1,../../../packages/features/calendars/DatePicker.tsx:392:9,1.767
Identifier: ComponentType<Pick<{ even,1.752,0.876,2,../../../packages/platform/atoms/event-types/wrappers/EventTypeWebWrapper.tsx:221:14,1.733
sendEmail,1.746,0.194,9,../../../packages/emails/email-manager.ts:375:21,0.534
Identifier: EventTypeAppSettingsCompo,1.736,0.868,2,../../../packages/app-store/alby/components/EventTypeAppCardInterface.tsx:44:7,1.518
setQuery,1.732,1.732,1,../../../packages/lib/hooks/useTypedQuery.ts:87:49,1.732
Identifier: { licenseKey: string | nu,1.717,0.572,3,../../../packages/features/ee/deployment/lib/getDeploymentKey.ts:12:9,1.440
transformInputBookerLayouts,1.714,1.714,1,src/ee/event-types/event-types_2024_06_14/services/input-event-types.service.ts:195:16,1.714
canEditEntity,1.714,0.857,2,../../../packages/app-store/routing-forms/trpc/forms.handler.ts:71:69,1.700
generateAuthCode,1.714,1.714,1,../../../packages/trpc/server/routers/viewer/oAuth/_router.tsx:63:11,1.714
Identifier: { length: number; slug: s,1.708,0.854,2,../../../packages/features/bookings/lib/handleNewBooking/getEventTypesFromDB.ts:169:25,1.359
querySelectorAll,1.698,0.566,3,../../../packages/features/ee/workflows/lib/reminders/providers/sendgridProvider.ts:125:28,1.167
getApps,1.684,0.421,4,../../../packages/core/CalendarManager.ts:27:30,0.957
setData,1.683,0.841,2,../../../packages/features/schedules/components/NewScheduleButton.tsx:38:97,1.068
increment,1.682,0.561,3,src/lib/throttler-guard.ts:181:76,1.178
Identifier: { teams: { accepted: bool,1.673,1.673,1,../../../packages/trpc/server/routers/viewer/organizations/getUser.handler.ts:87:9,1.673
mutateAsync,1.670,1.670,1,../../../packages/features/ee/teams/components/MemberInvitationModal.tsx:398:35,1.670
getContacts,1.659,0.277,6,../../../packages/core/crmManager/crmManager.ts:36:26,0.982
"Identifier: { propsType: ""boolean""; f",1.653,1.653,1,../../../packages/features/form-builder/FormBuilderField.tsx:273:9,1.653
Identifier: { members: { id: number; ,1.647,0.549,3,../../../packages/trpc/server/routers/viewer/organizations/getMembers.handler.ts:77:9,1.175
getCalendar,1.645,0.548,3,../../../packages/app-store/googlecalendar/api/webhook.ts:38:25,1.557
Transform,1.642,0.821,2,../../../packages/platform/types/api.ts:43:14,0.891
getVideoCallDetails,1.640,0.410,4,../../../packages/features/bookings/lib/handleNewBooking.ts:1374:10,1.131
"Identifier: ControlProps<Option, IsMu",1.634,0.817,2,../../../packages/ui/components/form/select/components.tsx:66:21,1.535
processPaymentRefund,1.632,0.816,2,../../../packages/features/bookings/lib/handleCancelBooking.ts:514:12,1.588
