Function Name,Self (ms),Duration (ms),Location
object,20.020,37.318,../../../packages/prisma/zod/eventtype.ts:12:31
createElement,19.966,19.966,../../../packages/embeds/embed-core/src/embed.ts:60:27
get,19.758,30.958,../../../packages/platform/atoms/booker/BookerWebWrapper.tsx:30:32
update,19.565,19.565,../../../packages/trpc/server/routers/viewer/eventTypes/update.handler.ts:530:29
filter,19.443,19.443,../../../packages/lib/event-types/getEventTypesByViewer.ts:227:23
merge,19.333,39.859,../../../packages/prisma/zod-utils.ts:316:41
parse,19.328,19.328,../../../packages/trpc/server/routers/viewer/apps/saveKeys.handler.ts:24:15
toLocaleLowerCase,19.264,25.982,../../../packages/features/ee/workflows/lib/reminders/smsReminderManager.ts:79:35
findFirstOrThrow,19.165,25.828,../../../packages/app-store/wipemycalother/lib/reschedule.ts:22:19
getBookingFieldsWithSystemFields,19.151,19.151,../../../packages/features/eventtypes/lib/getPublicEvent.ts:274:21
router,19.046,713.829,../../../packages/trpc/server/routers/loggedInViewer/_router.tsx:75:36
Identifier: any,18.861,20.114,../../../packages/emails/src/components/EmailHead.tsx:13:7
findUnique,18.386,18.386,../../../packages/features/ee/managed-event-types/lib/handleChildrenEventTypes.ts:232:17
all,18.383,23.352,../../../packages/features/bookings/lib/handleSeats/cancel/cancelAttendeeSeat.ts:55:8
extend,18.377,80.804,../../../packages/lib/event-types/transformers/internal-to-api/booking-fields.ts:372:30
filter,18.320,30.108,../../../packages/features/bookings/Booker/Booker.tsx:49:24
extend,18.238,18.238,../../../packages/prisma/zod/dsyncteamgroupmapping.ts:23:99
all,18.186,30.054,../../../packages/trpc/server/routers/viewer/bookings/get.handler.ts:331:12
extend,18.179,18.179,../../../packages/prisma/zod/workflow.ts:31:73
flatMap,18.173,74.668,../../../packages/lib/event-types/getEventTypeById.ts:104:20
lazy,18.128,142.659,../../../packages/prisma/zod/eventtype.ts:107:13
findMany,18.100,25.612,src/lib/throttler-guard.ts:155:23
cn,18.037,19.350,../../../packages/platform/atoms/destination-calendar/DestinationCalendar.tsx:11:11
findMany,17.950,17.950,../../../packages/lib/server/repository/selectedCalendar.ts:193:17
allSettled,17.833,33.000,../../../packages/trpc/server/routers/loggedInViewer/getUserTopBanners.handler.ts:50:12
parse,17.787,48.496,../../../packages/core/getUserAvailability.ts:271:29
router,17.722,131.099,../../../packages/trpc/server/routers/viewer/workflows/_router.tsx:36:39
Identifier: any,17.643,18.834,../../../packages/ui/components/arrow-button/ArrowButton.tsx:11:41
findFirst,17.612,76.966,../../../packages/trpc/server/routers/viewer/organizations/updateUser.handler.ts:38:33
extend,17.559,18.103,../../../packages/prisma/zod/selectedcalendar.ts:33:89
extend,17.539,17.539,../../../packages/prisma/zod/host.ts:27:65
$transaction,17.531,57.186,../../../packages/features/ee/teams/lib/removeMember.ts:11:21
findUniqueOrThrow,17.491,24.288,../../../packages/trpc/server/routers/viewer/bookings/confirm.handler.ts:72:16
extend,17.489,17.824,../../../packages/prisma/zod/attribute.ts:30:75
all,17.488,52.143,../../../packages/trpc/server/routers/viewer/slots/util.ts:856:52
object,17.476,131.996,../../../packages/lib/event-types/transformers/internal-to-api/booking-fields.ts:323:26
getValues,17.449,19.898,../../../packages/features/eventtypes/components/tabs/advanced/EventAdvancedTab.tsx:385:32
findUnique,17.377,26.979,../../../packages/trpc/server/routers/viewer/organizations/create.handler.ts:83:29
Component,17.353,17.353,../../../packages/emails/src/renderEmail.ts:12:41
findUnique,17.316,73.161,../../../packages/trpc/server/routers/viewer/slots/util.ts:324:26
extend,17.276,17.556,../../../packages/prisma/zod/attendee.ts:26:73
defineExtension,17.151,25.543,../../../packages/prisma/extensions/booking-idempotency-key.ts:7:9
allSettled,17.019,30.746,../../../packages/features/tasker/tasks/triggerNoShow/triggerHostNoShow.ts:9:10
map,16.984,112.466,../../../packages/features/bookings/lib/handleSeats/create/createNewSeat.ts:23:22
getLuckyUser_requiresDataToBePreFetched,16.687,154.336,../../../packages/lib/server/getLuckyUser.ts:439:24
extend,16.660,17.743,../../../packages/prisma/zod/destinationcalendar.ts:29:95
useWatch,16.520,16.520,../../../packages/platform/atoms/availability/AvailabilitySettings.tsx:168:22
extend,16.466,16.466,../../../packages/prisma/zod/apikey.ts:29:69
Identifier: any,16.454,16.454,../../../packages/features/eventtypes/components/tabs/advanced/EventAdvancedTab.tsx:768:42
classNames,16.440,16.440,../../../packages/features/shell/user-dropdown/ProfileDropdown.tsx:47:9
trim,16.421,16.421,../../../packages/features/form-builder/FormBuilderField.tsx:86:15
Identifier: UserFindUniqueArgs<Intern,16.351,16.351,../../../packages/prisma/extensions/exclude-locked-users.ts:44:4
object,16.312,16.312,../../../packages/platform/types/oauth-clients.ts:51:34
update,16.297,16.297,../../../packages/lib/server/queries/teams/index.ts:484:19
Identifier: ComponentType<{ eventType,16.225,16.225,../../../packages/platform/atoms/event-types/wrappers/EventTypeWebWrapper.tsx:215:10
getQueueAndAttributeWeightData,16.215,36.490,../../../packages/lib/server/getLuckyUser.ts:911:49
setValue,16.120,16.120,../../../packages/features/ee/teams/components/TeamEventTypeForm.tsx:121:54
extend,16.086,16.086,../../../packages/prisma/zod/account.ts:30:71
t,16.043,21.993,../../../packages/ui/components/badge/UpgradeOrgsBadge.tsx:11:7
beforeEach,16.011,16.011,src/modules/auth/guards/billing/platform-plan.guard.spec.ts:20:33
object,15.936,17.298,../../../packages/prisma/zod/eventtype.ts:12:41
filter,15.896,38.665,../../../packages/trpc/server/routers/viewer/eventTypes/getTeamAndEventTypeOptions.handler.ts:204:13
Identifier: { metadata: { smartContra,15.845,109.883,../../../packages/core/getUserAvailability.ts:343:6
classNames,15.804,15.804,../../../packages/ui/components/table/Table.tsx:17:84
object,15.802,31.184,../../../packages/prisma/zod/user.ts:12:26
findUnique,15.755,15.755,../../../packages/features/ee/deployment/lib/getDeploymentKey.ts:7:27
findFirst,15.698,27.099,../../../packages/trpc/server/routers/viewer/workflows/util.ts:86:33
Identifier: any,15.679,15.679,../../../packages/emails/src/components/BookingConfirmationForm.tsx:2:11
all,15.592,15.592,../../../packages/app-store/paypal/api/capture.ts:75:12
update,15.567,40.638,../../../packages/trpc/server/routers/loggedInViewer/connectAndJoin.handler.ts:88:11
find,15.559,19.074,../../../packages/features/bookings/lib/handleSeats/create/createNewSeat.ts:179:42
extend,15.514,15.514,../../../packages/prisma/zod/bookingreference.ts:31:89
monitorCallbackAsync,15.427,15.660,../../../packages/features/bookings/lib/handleNewBooking.ts:515:26
extend,15.423,29.700,../../../packages/prisma/zod/workflowstep.ts:31:81
all,15.413,23.741,../../../packages/trpc/server/routers/viewer/workflows/update.handler.ts:460:31
object,15.412,25.403,../../../packages/prisma/zod-utils.ts:76:44
Identifier: any,15.344,15.344,../../../packages/emails/src/components/BookingConfirmationForm.tsx:41:9
map,15.317,31.462,../../../packages/trpc/server/routers/viewer/attributes/assignUserToAttribute.handler.ts:103:33
map,15.279,22.866,../../../packages/trpc/server/routers/viewer/slots/util.ts:148:16
use,15.273,15.273,../../../packages/trpc/server/procedures/authedProcedure.ts:27:24
Identifier: Window & typeof globalThi,15.273,15.273,../../../packages/embeds/embed-core/src/FloatingButton/FloatingButton.ts:105:34
Identifier: any,15.240,15.240,../../../packages/ui/components/table/Table.tsx:46:5
extend,15.234,15.234,../../../packages/prisma/zod/workflowreminder.ts:30:89
object,15.172,15.172,../../../packages/prisma/zod/custom/eventtype.ts:7:36
execSync,15.160,15.160,scripts/docker-start.ts:4:8
router,15.116,47.145,../../../packages/trpc/server/routers/viewer/admin/_router.ts:21:35
all,15.113,24.672,../../../packages/trpc/server/routers/loggedInViewer/eventTypeOrder.handler.ts:55:8
findFirst,15.088,19.100,../../../node_modules/@calcom/trpc/server/routers/viewer/slots/handleNotificationWhenNoSlots.ts:41:45
extend,15.073,15.073,../../../packages/prisma/zod/aiphonecallconfiguration.ts:30:105
entries,14.995,14.995,../../../packages/trpc/server/routers/viewer/eventTypes/update.handler.ts:544:24
object,14.914,15.241,../../../packages/features/form-builder/schema.ts:59:34
rescheduleSeatedBooking,14.885,14.885,../../../packages/features/bookings/lib/handleSeats/handleSeats.ts:95:52
cloneElement,14.880,14.880,../../../packages/features/shell/Shell.tsx:56:38
extend,14.846,14.846,../../../packages/prisma/zod/attributetouser.ts:32:87
calculatePadding,14.779,14.779,../../../packages/emails/src/components/CallToAction.tsx:30:11
lazy,14.761,78.921,../../../packages/prisma/zod/booking.ts:77:13
lazy,14.726,14.726,../../../packages/prisma/zod/assignmentreason.ts:23:76
extend,14.716,14.716,../../../packages/prisma/zod/watchlist.ts:28:75
extend,14.648,14.648,../../../packages/lib/event-types/transformers/internal-to-api/booking-fields.ts:445:32
all,14.636,17.084,../../../packages/app-store/routing-forms/trpc/forms.handler.ts:71:55
extend,14.604,14.604,../../../packages/prisma/zod/eventtypetranslation.ts:30:97
extend,14.587,14.587,../../../packages/prisma/zod/ratelimit.ts:25:75
all,14.546,241.027,../../../packages/trpc/server/routers/viewer/bookings/get.handler.ts:406:25
useForm,14.537,21.720,../../../packages/features/eventtypes/components/BulkEditDefaultForEventsModal.tsx:31:15
classNames,14.518,15.533,../../../packages/ui/components/table/Table.tsx:34:77
StringLiteral: (string | null)[][],14.501,14.856,../../../node_modules/tzdata/timezone-data.json:1:10
extend,14.489,14.489,../../../packages/prisma/zod/platformoauthclient.ts:35:95
extend,14.487,14.487,../../../packages/prisma/zod/accesscode.ts:27:77
read,14.444,14.444,../../../packages/lib/server/resizeBase64Image.ts:24:22
forwardRef,14.368,19.723,../../../packages/ui/components/popover/Popover.tsx:10:23
forwardRef,14.351,15.316,../../../packages/platform/atoms/src/components/ui/toast.tsx:41:14
lazy,14.348,14.348,../../../packages/prisma/zod/verifiedemail.ts:22:70
beforeAll,14.296,14.791,src/ee/bookings/2024-08-13/controllers/e2e/team-bookings.e2e-spec.ts:69:15
getDynamicEventType,14.286,14.286,../../../packages/trpc/server/routers/viewer/slots/util.ts:167:9
all,14.277,14.277,../../../packages/lib/service/attribute/server/getAttributes.ts:219:74
findUnique,14.209,17.338,../../../packages/lib/server/repository/user.ts:839:14
Identifier: any,14.192,14.192,../../../packages/emails/src/components/BookingConfirmationForm.tsx:5:7
"Identifier: { ""/*"": string; name: str",14.171,14.559,../../../packages/app-store/apps.metadata.generated.ts:110:32
push,14.127,14.127,../../../packages/trpc/server/routers/viewer/eventTypes/getEventTypesFromGroup.handler.ts:142:17
update,14.122,14.122,../../../packages/lib/server/repository/user.ts:568:12
getEnabledAppsFromCredentials,14.051,14.051,../../../packages/lib/getConnectedApps.ts:116:28
extend,14.016,14.016,../../../packages/prisma/zod/travelschedule.ts:23:85
get,14.007,14.523,../../../packages/features/bookings/lib/book-event-form/booking-to-mutation-input-mapper.tsx:33:41
useUtils,14.001,32.505,../../../packages/platform/atoms/event-types/wrappers/EventTypeWebWrapper.tsx:97:21
filter,13.956,13.956,../../../packages/ui/components/editor/Editor.tsx:80:7
defineExtension,13.925,14.768,../../../packages/prisma/extensions/booking-idempotency-key.ts:9:17
Identifier: any,13.907,13.907,../../../packages/emails/src/components/BaseTable.tsx:7:63
forwardRef,13.890,13.890,../../../packages/ui/components/button/SplitButton.tsx:59:11
all,13.883,21.271,../../../packages/trpc/server/routers/viewer/bookings/confirm.handler.ts:393:81
map,13.860,144.939,../../../packages/lib/event-types/getEventTypesByViewer.ts:135:45
Identifier: Omit<EmbedButtonProps<T> ,13.781,13.781,../../../packages/features/embed/Embed.tsx:1417:15
extend,13.740,22.469,../../../node_modules/@calcom/trpc/server/routers/viewer/eventTypes/types.ts:48:11
findFirstOrThrow,13.734,34.321,../../../packages/app-store/vital/lib/reschedule.ts:22:19
Identifier: any,13.685,13.685,../../../packages/emails/src/components/EmailCommonDivider.tsx:36:11
lazy,13.683,25.123,../../../packages/prisma/zod/team.ts:10:38
object,13.672,13.672,../../../packages/prisma/zod/booking.ts:12:29
extend,13.654,13.654,../../../packages/prisma/zod/outofofficeentry.ts:29:89
extend,13.592,13.592,../../../packages/prisma/zod/dsyncdata.ts:24:75
setValue,13.580,13.580,../../../packages/features/eventtypes/components/BulkEditDefaultForEventsModal.tsx:58:11
object,13.571,13.571,../../../packages/features/data-table/lib/types.ts:43:39
extend,13.565,13.565,../../../packages/prisma/zod/webhookscheduledtriggers.ts:28:105
