Function Name,Self (ms),Duration (ms),Location
lt,4.627,4.627,../../packages/core/src/channel.ts:356:45
slice,4.626,4.626,src/app/dashboard/[serverId]/components/domain.tsx:157:7
forwardRef,4.607,4.607,../../packages/ui/src/ui/table.tsx:9:38
omit,4.586,5.481,../../packages/core/src/channel.ts:31:28
Identifier: any,4.576,4.576,../../packages/ui/src/server-card.tsx:114:23
zStringDefaultInDev,4.567,11.007,../../packages/env/src/shared-schema.mjs:97:15
forwardRef,4.537,4.537,../../packages/ui/src/ui/avatar.tsx:31:24
map,4.522,4.522,src/app/dashboard/[serverId]/channels/page.tsx:321:6
upsert,4.476,13.446,../../packages/core/src/user-server-settings.ts:236:8
extend,4.467,25.834,../../packages/core/src/zodSchemas/serverSchemas.ts:22:13
Identifier: any,4.452,4.452,../../packages/ui/src/icons/answer-overflow-logo.tsx:53:4
Identifier: any,4.423,4.423,../../packages/ui/src/pricing.tsx:360:8
findMany,4.422,4.422,../../packages/core/src/pages.ts:155:5
forwardRef,4.413,8.776,../../packages/ui/src/ui/command.tsx:112:20
forwardRef,4.412,4.412,../../packages/ui/src/ui/accordion.tsx:25:3
forwardRef,4.363,4.363,../../packages/ui/src/ui/command.tsx:113:25
Identifier: { header: [string]; body:,4.362,6.390,../../packages/ui/tailwind.config.cjs:16:10
planToPrettyText,4.331,4.331,src/app/dashboard/[serverId]/settings/components.tsx:83:5
map,4.330,4.330,../../packages/core/src/message.ts:430:33
map,4.319,4.319,src/app/dashboard/[serverId]/components/navbar.tsx:64:5
router,4.312,14.123,../../packages/api/src/router/auth.ts:10:34
forwardRef,4.194,4.194,../../packages/ui/src/ui/button.tsx:49:9
Identifier: () => void,4.155,4.155,src/app/dashboard/[serverId]/integrations/page.tsx:32:5
object,4.137,12.323,../../packages/core/src/zodSchemas/channelSchemas.ts:76:30
varchar,4.124,4.124,../../packages/core/src/schema.ts:41:6
Identifier: ForwardRefExoticComponent,4.117,4.117,../../packages/ui/src/ui/date-picker.tsx:56:7
required,4.115,11.375,../../packages/core/src/zodSchemas/channelSchemas.ts:49:23
object,4.110,4.110,../../packages/core/src/search.ts:140:25
Identifier: ({ bitfield: number; serv,4.046,4.046,../../packages/core/src/message.ts:107:5
mysqlTable,4.038,5.532,../../packages/core/src/schema.ts:202:36
sort,4.026,8.521,../../packages/api/src/router/auth.ts:63:38
