Function Name,Total Self (ms),Avg Self (ms),Call Count,Top Location,Top Self (ms)
getScheduleByEventSlug,5.715,5.715,1,../../packages/trpc/server/routers/viewer/availability/schedule/_router.tsx:158:11,5.715
adminFindById,5.705,2.853,2,../../packages/trpc/server/routers/viewer/organizations/adminGet.handler.ts:14:15,5.465
debouncedSetWidth,5.700,5.700,1,../../packages/features/data-table/hooks/useDebouncedWidth.ts:18:61,5.700
getTranslation,5.700,0.570,10,../../packages/features/tasker/tasks/crm/lib/buildCalendarEvent.ts:58:27,2.059
Identifier: Partial<{ id: number; uid,5.680,2.840,2,../../packages/lib/test/builder.ts:183:15,5.517
normalizeProfile,5.661,1.132,5,../../packages/lib/server/repository/profile.ts:407:11,2.552
invalidate,5.615,0.510,11,../../packages/features/webhooks/components/WebhookListItem.tsx:45:12,1.358
sendFeedback,5.608,5.608,1,modules/bookings/views/bookings-single-view.tsx:1050:25,5.608
createOrder,5.587,1.117,5,../../packages/app-store/paypal/lib/PaymentService.ts:63:80,3.725
Identifier: { periodStartDate: string,5.574,0.796,7,modules/bookings/views/bookings-single-view.getServerSideProps.tsx:216:18,1.361
"Identifier: <Option, IsMulti extends ",5.568,2.784,2,../../packages/ui/components/form/select/Select.tsx:163:7,3.993
onCancel,5.516,5.516,1,../../packages/features/ee/payments/components/Payment.tsx:73:11,5.516
"Identifier: ""secondary""",5.507,0.787,7,../../packages/ui/components/apps/AppCard.tsx:216:12,2.293
getTextBody,5.476,5.476,1,../../packages/emails/templates/attendee-request-email.ts:20:12,5.476
Identifier: typeof InlineSVG,5.453,5.453,1,../../packages/ui/components/icon/IconSprites.tsx:8:11,5.453
getTeamMemberEmailForResponseOrContactUsingUrlQuery,5.453,1.363,4,../../packages/trpc/server/routers/viewer/routing-forms/findTeamMembersMatchingAttributeLogicOfRoute.handler.ts:232:17,3.550
Identifier: DynamicClientExtensionThi,5.450,0.779,7,../../packages/features/insights/server/routing-events.ts:514:25,1.659
Identifier: UseTRPCMutationResult<voi,5.444,2.722,2,../../packages/platform/atoms/destination-calendar/wrappers/DestinationCalendarSettingsWebWrapper.tsx:23:20,5.294
"Identifier: Record<""number"" | ""boolea",5.437,2.718,2,../../packages/features/form-builder/utils/variantsConfig.ts:37:26,5.212
Identifier: { user: UserWithSelectedC,5.411,5.411,1,../../packages/features/bookings/lib/handleNewBooking/getEventTypesFromDB.ts:180:11,5.411
Identifier: { kbd?: string | undefine,5.403,5.403,1,../../packages/ui/components/dropdown/Dropdown.tsx:162:8,5.403
inputStyles,5.393,5.393,1,../../packages/ui/components/form/slider/RangeSliderPopover.tsx:51:9,5.393
getBookingToDelete,5.385,5.385,1,../../packages/features/bookings/lib/handleCancelBooking.ts:174:24,5.385
Identifier: { user: { organization: a,5.375,5.375,1,modules/videos/views/videos-single-view.tsx:213:11,5.375
generateAuthCode,5.372,2.686,2,../../packages/trpc/server/routers/viewer/oAuth/_router.tsx:63:11,4.899
Identifier: { placeholder?: string | ,5.360,2.680,2,../../packages/ui/components/badge/Badge.tsx:74:32,4.861
buildEventUrlFromBooking,5.359,1.340,4,lib/reschedule/[uid]/getServerSideProps.ts:128:51,3.842
weekSpan,5.326,5.326,1,../../packages/lib/availability.ts:164:9,5.326
getExchangeService,5.320,1.064,5,../../packages/app-store/exchange2013calendar/lib/CalendarService.ts:193:13,3.753
createVercelDomain,5.319,1.773,3,../../packages/lib/domainManager/organization.ts:40:29,4.979
Identifier: { name: string | null; us,5.284,1.321,4,lib/team/[slug]/[type]/getServerSideProps.tsx:219:11,4.137
scheduleEmailReminder,5.281,1.320,4,../../packages/features/ee/round-robin/roundRobinReassignment.ts:456:37,4.499
fetchAllDataNeededForCalculations,5.248,2.624,2,../../packages/lib/server/getLuckyUser.ts:437:12,5.069
Identifier: UseFormReturn<AddActionFo,5.247,1.749,3,../../packages/features/ee/workflows/components/AddActionDialog.tsx:206:20,4.896
"Identifier: ({ paid, ...props }: { pa",5.229,5.229,1,../../packages/ui/components/apps/AppCard.tsx:151:25,5.229
getFixedT,5.218,5.218,1,../../packages/lib/server/i18n.ts:17:9,5.218
listOOOEntries,5.215,1.738,3,../../packages/app-store/zapier/api/subscriptions/listOOOEntries.ts:50:27,4.972
"Identifier: { ""/*"": string; name: str",5.201,5.201,1,../../packages/app-store/apps.metadata.generated.ts:170:13,5.201
of,5.196,5.196,1,../../packages/features/ee/users/components/UserForm.tsx:41:24,5.196
findAllByUpIdIncludeTeamWithMembersAndEventTypes,5.172,5.172,1,../../packages/lib/event-types/getEventTypesByViewer.ts:53:70,5.172
Identifier: { conjunctions: Conjuncti,5.159,2.579,2,../../packages/app-store/routing-forms/components/react-awesome-query-builder/config/config.ts:12:11,4.911
generateAttributeColumns,5.157,5.157,1,../../packages/features/users/components/UserTable/UserListTable.tsx:394:10,5.157
Identifier: { name: string; options: ,5.157,1.719,3,../../packages/lib/service/attribute/server/getAttributes.ts:362:9,4.876
setDisableModalOpen,5.157,0.645,8,components/security/TwoFactorAuthSection.tsx:28:11,2.077
Identifier: { name: string; id: numbe,5.147,5.147,1,../../node_modules/@calcom/trpc/server/routers/viewer/availability/schedule/update.handler.ts:73:11,5.147
Identifier: { isPending: boolean; dat,5.142,5.142,1,../../packages/features/filters/components/FilterResults.tsx:22:39,5.142
"Identifier: ({ showExact, bookedSeats",5.131,2.565,2,../../packages/features/bookings/Booker/components/EventMeta.tsx:237:19,2.750
getTimeFormatStringFromUserTimeFormat,5.107,0.730,7,../../packages/features/bookings/lib/handleCancelBooking.ts:317:15,3.635
bulkEventFetch,5.092,2.546,2,../../packages/trpc/server/routers/viewer/eventTypes/_router.ts:247:11,4.831
mergeMetadata,5.071,1.014,5,../../packages/trpc/server/routers/viewer/organizations/update.handler.ts:144:46,2.242
handlePaypalPaymentSuccess,5.041,2.521,2,../../packages/app-store/paypal/api/webhook.ts:92:19,4.997
"Identifier: ({ Icon: icon, customIcon",5.041,1.680,3,../../packages/features/ee/dsync/components/ConfigureDirectorySync.tsx:54:13,4.856
translate,5.039,0.504,10,../../packages/emails/src/templates/OrganizerRequestedToRescheduleEmail.tsx:6:27,1.469
_createNextApiHandler,5.037,2.519,2,../../packages/trpc/server/createNextApiHandler.ts:12:9,3.173
usernameHandler,5.021,5.021,1,../../packages/features/auth/signup/handlers/calcomHandler.ts:227:15,5.021
getByViewer,5.015,1.254,4,../../packages/trpc/server/routers/viewer/webhook/_router.tsx:133:11,3.599
checkIfUserBelongsToActiveTeam,5.012,2.506,2,../../packages/features/auth/lib/next-auth-options.ts:511:36,2.764
getUserAvatarUrl,5.000,2.500,2,../../packages/features/ee/users/components/UserForm.tsx:133:15,3.845
Identifier: Pick<TeamEventTypeBooking,4.998,4.998,1,components/dialog/RerouteDialog.tsx:686:68,4.998
getEventTypeIdsWhereUserIsAdminOrOwner,4.982,4.982,1,../../packages/trpc/server/routers/viewer/bookings/get.handler.ts:178:74,4.982
GoogleProvider,4.954,1.239,4,../../packages/features/auth/lib/next-auth-options.ts:247:18,3.858
onContinue,4.935,4.935,1,../../packages/features/bookings/Booker/components/OverlayCalendar/OverlayCalendarContinueModal.tsx:20:11,4.935
Identifier: { availability: { date: D,4.925,2.462,2,../../packages/core/getUserAvailability.ts:343:48,4.859
"Identifier: Record<string, any>",4.917,4.917,1,app/_utils.tsx:17:6,4.917
flexRender,4.908,2.454,2,../../packages/features/data-table/components/DataTable.tsx:316:43,4.520
Identifier: Control<AvailabilityFormV,4.892,4.892,1,../../packages/features/timezone-buddy/components/AvailabilityEditSheet.tsx:216:26,4.892
Identifier: { id: number; username: s,4.887,1.629,3,../../packages/trpc/server/routers/viewer/organizations/listMembers.handler.ts:263:9,4.550
getHeaderGroups,4.868,2.434,2,../../packages/lib/csvUtils.ts:65:44,3.240
"Identifier: ""button""",4.846,1.615,3,components/ui/UsernameAvailability/UsernameTextfield.tsx:188:20,3.990
"Identifier: ({ child, eventLength, }:",4.837,4.837,1,../../packages/features/bookings/Booker/components/BookEventForm/BookFormAsModal.tsx:17:9,4.837
Identifier: { startTime: string; endT,4.822,1.607,3,../../packages/features/ee/payments/pages/payment.tsx:68:34,4.485
asStringOrThrow,4.805,4.805,1,lib/event-types/[type]/getServerSideProps.ts:19:30,4.805
getAllCredentials,4.804,1.201,4,../../packages/trpc/server/routers/viewer/bookings/confirm.handler.ts:269:72,4.329
"Identifier: { propsType: ""textList""; ",4.783,1.594,3,../../packages/features/form-builder/FormBuilderField.tsx:285:7,2.196
setScope,4.771,2.385,2,../../packages/platform/atoms/selected-calendars/wrappers/SelectedCalendarsSettingsWebWrapper.tsx:261:11,3.128
shouldLockDisableProps,4.762,2.381,2,../../packages/features/eventtypes/components/tabs/setup/EventSetupTab.tsx:349:27,2.451
Identifier: { user: { email: null; na,4.724,2.362,2,../../packages/features/bookings/lib/handleNewBooking.ts:1850:11,4.482
Identifier: BookerLayout,4.708,0.785,6,../../packages/features/bookings/Booker/components/hooks/useBookerLayout.ts:26:90,3.917
createMocks,4.689,4.689,1,app/WithEmbedSSR.test.ts:13:9,4.689
"Identifier: ""red""",4.660,4.660,1,components/apps/AppPage.tsx:237:21,4.660
setMenuOpen,4.639,4.639,1,../../packages/features/shell/user-dropdown/ProfileDropdown.tsx:67:29,4.639
updateCustomTrayButtons,4.624,2.312,2,modules/videos/ai/ai-transcribe.tsx:64:31,4.017
getUsersData,4.620,4.620,1,lib/team/[slug]/[type]/getServerSideProps.tsx:53:35,4.620
handleCustomInputs,4.607,4.607,1,../../packages/trpc/server/routers/viewer/eventTypes/update.handler.ts:215:22,4.607
getCurrentMonthsBookings,4.603,1.151,4,../../packages/lib/server/getLuckyUser.ts:582:75,3.778
Identifier: Schedule,4.558,2.279,2,../../packages/trpc/server/routers/viewer/availability/schedule/update.handler.ts:123:9,2.383
"Identifier: ({ ariaActiveDescendant, ",4.540,4.540,1,../../packages/ui/components/editor/Editor.tsx:97:32,4.540
setFrequency,4.518,2.259,2,../../packages/features/ee/teams/components/TeamAvailabilityModal.tsx:73:15,3.621
goto,4.517,0.645,7,playwright/fixtures/webhooks.ts:7:24,3.667
Identifier: DefaultEventLocationType ,4.514,1.505,3,components/booking/BookingListItem.tsx:556:40,3.985
bulkUpdateToDefaultLocation,4.514,4.514,1,../../packages/trpc/server/routers/viewer/eventTypes/_router.ts:270:13,4.514
excludePendingPayments,4.513,4.513,1,../../packages/prisma/extensions/exclude-pending-payment-teams.ts:9:17,4.513
usePlatformMe,4.508,2.254,2,components/settings/platform/hooks/useGetUserAttributes.ts:5:36,4.363
findBookingQuery,4.500,0.750,6,../../packages/features/bookings/lib/handleSeats/reschedule/owner/moveSeatedBookingToNewTimeSlot.ts:102:47,3.471
getTextValueFromRoutingFormResponse,4.490,1.497,3,../../packages/app-store/salesforce/lib/CrmService.ts:1127:27,4.419
findIndex,4.467,0.447,10,modules/settings/my-account/profile-view.tsx:556:31,2.490
Identifier: Partial<{ name: string; t,4.465,4.465,1,../../packages/features/form-builder/FormBuilderField.tsx:156:17,4.465
cpus,4.434,2.217,2,../../playwright.config.ts:84:37,3.716
"Identifier: { propsType: ""text""; fact",4.419,4.419,1,../../packages/features/form-builder/FormBuilderField.tsx:256:9,4.419
Identifier: ForwardRefExoticComponent,4.410,4.410,1,../../packages/ui/components/form/slider/RangeSliderPopover.tsx:65:13,4.410
Identifier: T | undefined,4.407,2.203,2,../../packages/features/embed/Embed.tsx:1414:20,4.387
renderComponent,4.399,2.199,2,../../packages/app-store/routing-forms/components/react-awesome-query-builder/config/uiConfig.tsx:120:6,2.286
isAlreadyBusy,4.393,4.393,1,../../packages/core/bookingLimits/getBusyTimesFromLimits.ts:84:39,4.393
Identifier: { location: string; event,4.381,4.381,1,../../packages/emails/src/templates/BrokenIntegrationEmail.tsx:21:28,4.381
getScenarioData,4.370,0.364,12,../../packages/features/bookings/lib/handleNewBooking/test/fresh-booking.test.ts:1597:26,0.767
extractBaseEmail,4.361,1.454,3,../../packages/features/bookings/lib/handleNewBooking.ts:862:45,4.072
generateMeetingMetadata,4.295,0.477,9,app/(booking-page-wrapper)/team/[slug]/page.tsx:28:25,1.557
getHandler,4.240,0.353,12,../../packages/trpc/server/routers/viewer/availability/schedule/getScheduleByUserId.handler.ts:35:20,2.590
Identifier: { user: UserWithSelectedC,4.200,4.200,1,../../packages/lib/server/repository/membership.ts:259:11,4.200
bulkUpdateFunction,4.196,4.196,1,../../packages/features/eventtypes/components/BulkEditDefaultForEventsModal.tsx:50:9,4.196
setOpenDialog,4.184,4.184,1,../../packages/app-store/wipemycalother/components/wipeMyCalActionButton.tsx:30:60,4.184
max,4.175,2.087,2,../../packages/features/ee/teams/lib/payments.ts:110:45,4.095
assertPartOfTeamWithRequiredAccessLevel,4.124,1.375,3,../../packages/trpc/server/routers/viewer/webhook/util.ts:98:18,1.865
getCalEventResponses,4.114,0.823,5,../../packages/features/webhooks/lib/scheduleTrigger.ts:91:14,2.192
setSkipWriting,4.108,2.054,2,../../packages/app-store/ics-feedcalendar/pages/setup/index.tsx:96:19,2.932
runAsap,4.075,1.019,4,../../packages/embeds/embed-core/src/embed-iframe.ts:441:11,3.808
countGroupedByStatus,4.072,4.072,1,../../packages/features/insights/server/trpc-router.ts:348:28,4.072
"Identifier: ({ types, noQueryParamMod",4.050,4.050,1,../../packages/features/embed/Embed.tsx:1365:34,4.050
getLocationFromApp,4.048,4.048,1,../../packages/features/apps/components/AppList.tsx:94:46,4.048
Identifier: { id: number; createdAt: ,4.028,4.028,1,../../packages/features/insights/server/routing-events.ts:358:12,4.028
inviteMembersWithNoInviterPermissionCheck,3.996,0.799,5,../../packages/trpc/server/routers/viewer/teams/inviteMember/inviteMember.handler.ts:273:66,2.186
setCreateTeamDialogOpen,3.985,0.664,6,../../packages/features/ee/dsync/components/GroupTeamMappingTable.tsx:64:42,1.906
Identifier: ({ column }: DateRangeFil,3.962,3.962,1,../../packages/features/data-table/components/filters/FilterOptions.tsx:25:11,3.962
onOptionChange,3.961,1.980,2,../../packages/app-store/salesforce/components/RoutingFormOptions.tsx:122:14,2.580
isValid,3.959,3.959,1,../../packages/dayjs/plugins/business-days-plugin.ts:210:46,3.959
onSettingsOpen,3.955,3.955,1,../../packages/features/ee/teams/components/MemberInvitationModal.tsx:381:30,3.955
Identifier: { openGraph: { images: st,3.932,0.562,7,app/(booking-page-wrapper)/team/[slug]/[type]/page.tsx:42:9,2.701
SyntaxList: any,3.927,1.309,3,../../packages/trpc/server/routers/viewer/availability/team/listTeamAvailability.handler.ts:100:18,3.845
every,3.890,0.389,10,../../packages/trpc/server/routers/viewer/teams/removeMember.handler.ts:29:22,0.976
"Identifier: typeof import(""/home/ssal",3.885,1.295,3,../../packages/features/bookings/components/AvailableTimes.tsx:197:32,3.161
getURL,3.877,1.292,3,../../packages/ui/components/editor/plugins/ToolbarPlugin.tsx:80:20,3.309
convertSingleQueryToPrismaWhereClause,3.861,3.861,1,../../packages/app-store/routing-forms/jsonLogicToPrisma.ts:221:13,3.861
useRouterQuery,3.860,0.965,4,../../packages/features/ee/workflows/pages/index.tsx:34:22,3.265
updateById,3.848,0.385,10,../../packages/trpc/server/routers/viewer/domainWideDelegation/update.handler.ts:52:36,1.137
defaultHandler,3.833,0.240,16,../../packages/app-store/exchange2013calendar/api/add.ts:64:31,0.803
setIsAdditionalInputsDialogOpen,3.828,3.828,1,../../packages/features/ee/workflows/components/WorkflowStepContainer.tsx:992:21,3.828
edit,3.810,1.270,3,../../packages/trpc/server/routers/viewer/apiKeys/_router.tsx:81:11,2.081
getDefaultScheduleId,3.795,3.795,1,../../packages/lib/server/repository/schedule.ts:44:33,3.795
valueOf,3.793,1.264,3,../../packages/lib/parse-dates.ts:79:35,2.435
"Identifier: ""meta""",3.784,3.784,1,../../packages/features/bookings/Booker/Booker.tsx:353:29,3.784
Identifier: { length: number; destina,3.753,0.751,5,../../packages/features/bookings/lib/handleNewBooking/getEventTypesFromDB.ts:169:25,2.197
Identifier: ReactNode,3.740,0.748,5,app/providers.tsx:23:9,2.062
onCategoryChange,3.735,1.868,2,../../packages/ui/components/apps/AllApps.tsx:102:9,3.042
setRole,3.728,3.728,1,../../packages/features/ee/teams/components/MemberChangeRoleModal.tsx:146:15,3.728
mergeRouters,3.724,1.862,2,../../packages/trpc/server/routers/viewer/_router.tsx:34:28,2.862
setTimeFormat,3.697,1.849,2,../../packages/features/bookings/components/TimeFormatToggle.tsx:13:17,1.875
clone,3.697,1.232,3,../../packages/dayjs/plugins/business-days-plugin.ts:120:38,2.706
processInstruction,3.694,3.694,1,../../packages/embeds/embed-core/src/embed.ts:255:21,3.694
Identifier: { name: string; team: { n,3.687,1.843,2,../../packages/features/ee/workflows/pages/workflow.tsx:82:19,3.474
Identifier: { metadata: { requestedSl,3.670,1.835,2,../../packages/features/ee/dsync/page/team-dsync-view.tsx:30:8,3.331
taskHandler,3.655,0.609,6,../../packages/features/tasker/internal-tasker.ts:26:13,1.298
Identifier: FC<PropsWithChildren<Prop,3.654,1.827,2,modules/videos/views/videos-single-view.tsx:85:11,3.426
"Identifier: ({ field, children, readO",3.649,3.649,1,../../packages/features/form-builder/FormBuilderField.tsx:254:13,3.649
"Identifier: ({ slug, user, isEmbed, b",3.632,3.632,1,app/(booking-page-wrapper)/[user]/[type]/page.tsx:58:9,3.632
random,3.629,3.629,1,../../packages/app-store/office365calendar/lib/CalendarService.ts:384:40,3.629
Identifier: UseTRPCMutationResult<{ e,3.607,1.804,2,modules/apps/installation/[[...step]]/step-view.tsx:235:56,3.316
setOpenDialogSaveUsername,3.596,3.596,1,components/ui/UsernameAvailability/UsernameTextfield.tsx:81:77,3.596
email,3.591,1.796,2,../../packages/features/tasker/tasks/sendEmail.ts:19:10,3.338
Identifier: ({ username: string; id: ,3.574,3.574,1,../../packages/lib/server/repository/profile.ts:522:11,3.574
Identifier: ({ id: number; organizati,3.562,1.187,3,../../packages/trpc/server/routers/viewer/availability/team/listTeamAvailability.handler.ts:270:9,3.325
Identifier: CreateTRPCReactBase<Creat,3.542,3.542,1,app/_trpc/trpc-provider.tsx:129:11,3.542
mockARedirectInDB,3.508,3.508,1,lib/getTemporaryOrgRedirect.test.ts:91:74,3.508
addIssue,3.497,0.874,4,../../packages/lib/raqb/zod.ts:79:22,1.477
Identifier: (theme: Theme) => { borde,3.497,3.497,1,../../packages/ui/form/Select.tsx:31:17,3.497
Identifier: Widgets,3.479,3.479,1,../../packages/app-store/routing-forms/components/react-awesome-query-builder/config/uiConfig.tsx:84:8,3.479
Identifier: TEventTypeGroup[],3.450,3.450,1,lib/apps/installation/[[...step]]/getServerSideProps.ts:179:9,3.450
safeStringify,3.449,0.345,10,../../packages/features/bookings/lib/handleNewBooking.ts:1188:19,1.574
sendEmailVerificationLink,3.444,1.148,3,../../packages/features/auth/lib/verifyEmail.ts:68:27,1.660
saveBooking,3.435,1.717,2,../../packages/features/bookings/lib/handleNewBooking/createBooking.ts:110:15,3.396
Identifier: TRPCClientErrorLike<RootC,3.412,0.853,4,../../packages/app-store/routing-forms/pages/reporting/[...appPages].tsx:88:11,3.093
getTeamOrThrow,3.409,1.704,2,../../packages/trpc/server/routers/viewer/teams/inviteMember/inviteMember.handler.ts:243:21,3.282
Identifier: ForwardRefExoticComponent,3.399,3.399,1,../../packages/ui/components/card/Card.tsx:221:26,3.399
Identifier: Pick<{ id: number; name: ,3.393,3.393,1,../../packages/features/eventtypes/lib/getPublicEvent.ts:502:11,3.393
createBookingScenario,3.392,0.339,10,test/lib/getSchedule.test.ts:972:12,0.707
addBookingsToDb,3.381,3.381,1,test/utils/bookingScenario/bookingScenario.ts:502:8,3.381
"Identifier: { readonly TEXT: ""TEXT""; ",3.369,3.369,1,../../packages/app-store/routing-forms/lib/getQueryBuilderConfig.ts:32:85,3.369
Identifier: UseMutationResult<ApiErro,3.365,3.365,1,lib/hooks/settings/platform/oauth-clients/usePersistOAuthClient.ts:212:9,3.365
renderMainLogicStatus,3.357,3.357,1,../../packages/app-store/routing-forms/components/SingleForm.tsx:372:45,3.357
setStep,3.356,1.119,3,components/security/EnableTwoFactorModal.tsx:200:15,1.382
setChecked,3.354,3.354,1,../../packages/features/ee/workflows/pages/index.tsx:164:11,3.354
"Identifier: typeof import(""/home/ssal",3.331,3.331,1,../../packages/ui/components/avatar/Avatar.tsx:88:9,3.331
Identifier: Table<{ username: string ,3.300,3.300,1,../../packages/features/ee/teams/components/MemberList.tsx:671:53,3.300
getTeamHostsFromDB,3.295,1.647,2,../../packages/trpc/server/routers/viewer/teams/roundRobin/getRoundRobinHostsToReasign.handler.ts:121:50,3.160
setOldPassword,3.294,0.824,4,components/security/ChangePasswordSection.tsx:73:17,1.859
useOrgBranding,3.280,1.640,2,../../packages/features/ee/teams/components/MemberList.tsx:167:22,3.125
focus,3.273,3.273,1,components/dialog/RerouteDialog.tsx:645:13,3.273
"Identifier: ""where"" | ""Query where""",3.271,3.271,1,../../packages/app-store/routing-forms/components/react-awesome-query-builder/widgets.tsx:307:9,3.271
Identifier: (props: AvatarProps) => E,3.263,0.816,4,modules/bookings/views/bookings-single-view.tsx:465:61,2.306
valueFormatter,3.263,0.816,4,../../packages/features/insights/components/KPICard.tsx:27:9,2.632
partial,3.239,0.810,4,../../packages/features/ee/users/server/trpc-router.ts:71:12,1.890
Identifier: { id: number; },3.215,3.215,1,../../packages/trpc/server/routers/loggedInViewer/outOfOffice.handler.ts:72:15,3.215
useBookerStore,3.203,0.356,9,../../packages/features/embed/Embed.tsx:688:41,1.280
fetcher,3.161,1.580,2,../../packages/app-store/larkcalendar/lib/CalendarService.ts:321:18,2.638
setMemberInviteModal,3.155,0.789,4,../../packages/features/ee/teams/components/AddNewTeamMembers.tsx:127:9,1.413
Identifier: { id: number; name: strin,3.154,3.154,1,playwright/fixtures/users.ts:667:13,3.154
Identifier: Omit<{ status: BookingSta,3.135,0.261,12,modules/bookings/views/bookings-single-view.tsx:507:26,0.958
"Identifier: ({ children, mutipleRows,",3.135,1.567,2,../../packages/emails/src/components/EmailSchedulingBodyHeader.tsx:36:7,2.927
Identifier: CanvasRenderingContext2D,3.118,3.118,1,lib/cropImage.ts:26:99,3.118
getAppAssetFullPath,3.114,3.114,1,../../packages/app-store/getNormalizedAppMetadata.ts:12:40,3.114
getToken,3.110,1.037,3,../../packages/features/auth/lib/getLocale.ts:30:16,2.762
Identifier: { organizationSettings: {,3.109,1.036,3,../../packages/trpc/server/routers/viewer/slots/handleNotificationWhenNoSlots.ts:70:8,2.135
setSelectedParam,3.104,3.104,1,../../packages/app-store/vital/components/AppConfiguration.tsx:111:13,3.104
reverse,3.081,1.541,2,../../packages/trpc/server/routers/loggedInViewer/routingFormOrder.handler.ts:60:21,1.695
Identifier: { user: { theme: string |,3.080,0.770,4,../../packages/app-store/routing-forms/pages/routing-link/getServerSideProps.ts:85:18,1.956
$use,3.078,1.026,3,../../packages/prisma/middleware/bookingReference.ts:7:15,2.249
getPopoverProps,3.078,3.078,1,../../packages/features/insights/filters/OrgTeamsFilter.tsx:68:8,3.078
at,3.069,1.535,2,playwright/booking-limits.e2e.ts:58:33,2.961
setWriteToPersonObjectFieldType,3.066,3.066,1,../../packages/app-store/salesforce/components/EventTypeAppCardInterface.tsx:365:19,3.066
"Identifier: ({ children, ...rest }: B",3.066,3.066,1,../../packages/emails/src/components/Row.tsx:9:94,3.066
Identifier: { status: BookingStatus; ,3.065,0.613,5,../../packages/trpc/server/routers/loggedInViewer/connectAndJoin.handler.ts:211:12,1.514
"Identifier: """" | keyof IntrinsicEleme",3.052,3.052,1,../../packages/features/ee/common/components/LicenseRequired.tsx:21:20,3.052
Identifier: { name: string; options: ,3.049,1.524,2,../../packages/trpc/server/routers/viewer/attributes/assignUserToAttribute.handler.ts:222:13,2.867
enrichUserWithTheProfile,3.047,0.339,9,../../packages/features/auth/lib/getServerSession.ts:81:21,0.758
testTrigger,3.034,1.011,3,../../packages/trpc/server/routers/viewer/webhook/_router.tsx:115:11,1.822
getFormattedDate,3.024,0.756,4,../../packages/sms/attendee/awaiting-payment-sms.ts:13:11,1.511
axios,3.015,0.431,7,../../packages/app-store/zoho-bigin/lib/CrmService.ts:164:27,1.303
Identifier: typeof globalThis,3.015,3.015,1,../../packages/features/ee/sso/lib/jackson.ts:58:26,3.015
onDateChange,3.006,1.503,2,../../packages/features/schedules/components/DateOverrideInputDialog.tsx:144:9,2.145
getConnectedCalendars,2.977,0.595,5,../../packages/lib/getConnectedDestinationCalendars.ts:239:44,1.914
Identifier: { eventType: { team: { id,2.966,0.494,6,lib/d/[link]/[slug]/getServerSideProps.tsx:69:21,1.092
Identifier: { troubleshooterData?: { ,2.953,1.476,2,../../packages/features/bookings/lib/handleNewBooking.ts:1155:13,2.697
getStripeCustomerId,2.928,0.976,3,../../packages/app-store/stripepayment/lib/customer.ts:23:27,2.439
Identifier: { status: BookingStatus; ,2.900,1.450,2,../../packages/lib/server/repository/booking.ts:477:11,2.711
Identifier: { name: string; organizat,2.874,1.437,2,../../packages/trpc/server/middlewares/sessionMiddleware.ts:63:23,1.974
ThisKeyword: this & HTMLElement & { sh,2.868,0.956,3,../../packages/embeds/embed-core/src/ModalBox/ModalBox.ts:24:32,2.524
Identifier: RoutingFormWithResponseCo,2.855,2.855,1,../../packages/app-store/routing-forms/components/SingleForm.tsx:766:17,2.855
getUsersFromEvent,2.829,0.707,4,../../packages/features/eventtypes/lib/getPublicEvent.ts:406:11,2.452
Identifier: { id: string; name: strin,2.827,2.827,1,lib/hooks/settings/platform/oauth-clients/useOAuthClients.ts:54:9,2.827
findBySlugIncludeSensitiveServiceAccountKey,2.799,1.399,2,../../packages/trpc/server/routers/viewer/domainWideDelegation/update.handler.ts:39:36,2.546
Identifier: Omit<{ user: { id: number,2.795,2.795,1,../../packages/lib/getBooking.tsx:88:9,2.795
setIsTZScheduleOpen,2.794,2.794,1,modules/settings/my-account/general-view.tsx:242:42,2.794
pop,2.786,2.786,1,components/settings/platform/pricing/platform-pricing/index.tsx:18:31,2.786
isObject,2.779,1.390,2,../../packages/lib/raqb/zod.ts:55:12,1.568
Identifier: typeof SalesforceCRMServi,2.773,2.773,1,../../packages/app-store/salesforce/lib/routingForm/incompleteBookingAction.ts:27:16,2.773
Identifier: { username: string | null,2.763,1.382,2,../../packages/trpc/server/routers/viewer/teams/listMembers.handler.ts:107:9,2.684
Identifier: { teams: { accepted: bool,2.758,2.758,1,../../packages/trpc/server/routers/viewer/organizations/getUser.handler.ts:87:9,2.758
setIsEditing,2.756,0.394,7,../../packages/features/eventtypes/components/EditWeightsForAllTeamMembers.tsx:84:14,1.989
getAllWorkflows,2.748,0.687,4,../../packages/trpc/server/routers/viewer/workflows/util.ts:779:29,2.496
Identifier: Omit<{ user: { id: number,2.730,0.910,3,../../packages/features/bookings/lib/get-booking.ts:274:9,1.674
transformScheduleToAvailabilityForAtom,2.722,0.680,4,../../packages/lib/schedules/transformers/for-atom.ts:22:9,1.679
skip,2.718,0.388,7,playwright/profile.e2e.ts:100:63,2.388
encodeURI,2.714,0.905,3,modules/bookings/views/bookings-single-view.tsx:839:43,2.194
buildState,2.712,0.904,3,../../packages/app-store/routing-forms/pages/route-builder/[...appPages].tsx:769:25,1.147
Identifier: Ref<HTMLButtonElement>,2.704,2.704,1,../../packages/features/data-table/components/filters/ColumnVisibilityButton.tsx:47:16,2.704
Identifier: (props: Props) => Element,2.696,2.696,1,../../packages/features/ee/workflows/pages/workflow.tsx:346:21,2.696
onActionSelect,2.693,1.346,2,../../packages/features/ee/teams/components/TeamListItem.tsx:273:53,2.112
withSelectedCalendars,2.687,2.687,1,../../packages/lib/server/repository/user.ts:809:11,2.687
plainScriptLoaded,2.686,1.343,2,lib/plain/plainChat.tsx:255:7,1.744
